asset_type,substation_1,substation_2,x1,y1,x2,y2,status,specified_length_km,commissioning_year,ac_dc,underground,voltage,p_nom_max,investment_id,project_id,remarks,url,description
line,Salgareda (IT),Bericevo (SI),12.48828,45.72046,14.61367,46.09291,in_permitting,170.0,2028,DC,True,500.0,,616,150,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/150,New HVDC link between Salgareda (IT) and Bericevo/Divaca (SI)
line,Menuel (FR),Exeter (GB),-1.57715,49.4768,-3.40476,50.76767,in_permitting,220.0,2025,DC,True,400.0,,987,153,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/153,France-Alderney-Britain (FAB) is a new 220km-long HVDC subsea interconnection between Exeter (UK) and Menuel (France) with VSC converter station at both ends. Expected rated capacity is 2*700 MW. 
line,Revsing (DKW),Bicker Fen (GB),9.16505,55.50457,-0.22122,52.93094,under_construction,770.0,2023,DC,True,400.0,,998,167,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/167,2 x700 MW HVDC subsea link across the North Seas. New substations on both sides; Bicker Fen (GB); Revsing (DK)
line,Vilnius (LT),Neris (LT),25.15768,54.66562,25.42387,54.85654,in_permitting,80.0,2025,AC,False,330.0,,382,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,New 330 kV OHL Vilnius-Neris
line,Sindi (EE),Paide (EE),24.6706,58.4293,25.53025,58.87708,under_consideration,76.0,2025,AC,False,330.0,,1004,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Reinforcement of existing 330 kV OHL between Paide and Sindi 330 kV substations in Estonia. Old line will be replaced with new towers and wires of 3x400 mm2 in phase. The thermal capacity of the line is planned 1143 MVA. The investment is also a backbone for Baltics Synchronization with CE (project nr 170).
line,Tartu (EE),Valmiera (LV),26.69124,58.37938,25.46083,57.52692,in_permitting,133.0,2025,AC,False,330.0,,1010,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Reinforcement of existing 330 kV OHL. The investment is also a backbone for Baltics Synchronization with CESA.
line,Tsirguliina (EE),Valmiera (LV),26.1774,57.84806,25.46083,57.52692,in_permitting,60.0,2025,AC,False,330.0,,1011,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Reinforcement of existing 330 kV OHL. The investment is also a backbone for Baltics Synchronization with CESA
line,Balti (EE),Tartu (EE),28.11926,59.35725,26.69124,58.37938,in_permitting,168.0,2023,AC,False,330.0,,1012,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Reinforcement of existing 330 kV OHL between Balti and Tartu 330 kV substations in Estonia. Old line will be replaced with new towers and wires of 3x400 mm2 in phase. The thermal capacity of the line is planned 1143 MVA. The investment is also a backbone for Baltics Synchronization with CESA (project nr 170).
line,Viru (EE),Tsirguliina (EE),27.90534,59.26897,26.1774,57.84806,in_permitting,243.0,2025,AC,False,330.0,,1013,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Reinforcement of existing 330 kV OHL between Viru and Tsirguliina 330 kV substations in Estonia. Old line will be replaced with new towers and wires of 3x400 mm2 in phase. The thermal capacity of the line is planned 1143 MVA. The investment is also a backbone for Baltics Synchronization with CESA (project nr 170).
line,Darbenai (LT),Zarnowiec (PL),21.2635,56.02125,18.08385,54.72205,in_permitting,400.0,2026,DC,True,400.0,,1034,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,New HVDC subsea cable connection between Lithuania and Poland. The project includes HVDC submarine and land cable system and converter stations at each end. 700MW Power rating.
line,Bitenai (LT),Jurbarkas (LT),22.06383,55.07571,22.74159,55.09725,in_permitting,44.0,2025,AC,False,330.0,,1634,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,"New 330 kV OHL Bitenai-KHAE. One part of the new line will be constructed as second circuit on exicting 330 kV OHL Bitenai-Jurbarkas (44km), one part will be new line (74 km), and as third part of new line will be used part of exicting 330 kV OHL KHAE-Sovetsk. KHAE stands for 'Kruonis Pumped Storage Hydroelectric Plant'."
line,Jurbarkas (LT),Kruonis Pumped Storage Hydroelectric Plant (LT),22.74159,55.09725,24.25141,54.80139,in_permitting,190.0,2025,AC,False,330.0,,1634,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,"New 330 kV OHL Bitenai-KHAE. One part of the new line will be constructed as second circuit on exicting 330 kV OHL Bitenai-Jurbarkas (44km), one part will be new line (74 km), and as third part of new line will be used part of exicting 330 kV OHL KHAE-Sovetsk. KHAE stands for 'Kruonis Pumped Storage Hydroelectric Plant'."
line,Darbenai (LT),Bitenai (LT),21.2635,56.02125,22.06383,55.07571,in_permitting,147.0,2025,AC,False,330.0,,1659,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,New 330 kV OHL Darbenai-Bitenai
line,Dunowo (PL),Zydowo Kierzkowo (PL),16.09598,54.12686,16.73029,54.04156,planned_not_yet_permitting,57.11,2025,AC,False,400.0,,1661,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,"Dunowo-Zydowo Kierzkowo 400kV line is necessary to assure that after commissioning of Harmony Link and offshore wind farms, full capabilities would be available on the Polish-Lithuanian subsea interconnector. This project includes reconstruction of Dunowo substation with installation of 400/110 kV transformers and construction of new double-circuit 400 kV."
line,Pila Krzewina (PL),Zydowo Kierzkowo (PL),16.87347,53.07844,16.73029,54.04156,planned_not_yet_permitting,119.0,2025,AC,False,400.0,,1662,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Pila Krzewina-Zydowo Kierzkowo 400kV line is interrelated with project aiming in building Dunowo-Zydowo Kierzkowo line. This project includes reconstruction and modernization of Pila Krzewina electrical station with installation of  400/110 kV transformers and reactive power compensation devices and construction of new double-circuit 400 kV.
line,Krajnik (PL),Morzyczyn (PL),14.4765,53.1971,14.89634,53.35475,planned_not_yet_permitting,41.5,2023,AC,False,400.0,,1663,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,"To allow effective energy flows in the north-west part of Poland after commissioning of Harmony Link, modernization of “North Line” (line between Krajnik and Gdansk Blonia) is necessary. The first project of North Line is modernization of Krajnik-Morzyczyn 400kV line."
line,Morzyczyn (PL),Zarnowiec (PL),14.89634,53.35475,18.08385,54.72205,planned_not_yet_permitting,288.5,2025,AC,False,400.0,,1664,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,"Modernisation of Morzyczyn-Dunowo-Slupsk-Zarnowiec 400kV line would be the longest part included in modernization of North Line. Because of its length this project consists of three sections: Modernization of Morzyczyn-Dunowo 400 kV, Modernization of Dunowo-Slupsk 400 kV, Modernization of Slupsk-Zarnowiec 400 kV."
line,Zarnowiec (PL),Gdansk Blonia (PL),18.08385,54.72205,18.70926,54.3387,planned_not_yet_permitting,77.0,2024,AC,False,400.0,,1665,170,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,Modernisation of Zarnowiec-Gdansk/Gdansk Przyjazn-Gdansk Blonia 400kV line would be the last part included in modernization of North Line.
line,Sellindge (UK),Mandarins (FR),0.97505,51.10608,1.78459,50.90328,under_construction,69.0,2021,DC,True,320.0,,1487,172,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/172,ElecLink is a new FR UK interconnection cable with 1000 MW capacity through the Channel Tunnel between Sellindge (UK) and Mandarins (FR). Converter stations will be located on Eurotunnel concession at Folkestone and Coquelles. This HVDC interconnection is a PCI project (Project of Common Interest) no. 1.7.3. Also see https://en.wikipedia.org/wiki/ElecLink
line,Verderio (IT),Bonaduz (CH),9.45264,45.65674,9.378935,46.811369,in_permitting,165.0,2024,DC,True,400.0,,1014,174,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/174,"Greenconnector is an HVDC interconnector project between Italy and Switzerland for power transport using DC cables rather than overhead lines. The route length is about 165 km. The design power is 1000 MW (1200 MW in overload condition), while the DC voltage is +/- 400 kV DC. Two cables will be installed, working with a bipolar scheme. Great part of the cables route will exploit a section of an existing oil pipeline, no longer in service since January 1997. This pipeline crosses the Italian and Switzerland border at Splgenpass and is running close by the two end stations of the Greenconnector project (Bonaduz in Graubunden Canton and Verderio Inferiore, Lecco). The cables will be pulled inside the pipeline itself, reducing the amount of civil works required before and after cable laying and therefore limiting even temporary environmental impact. For about 47 km the cables will run across the Como lake."
line,Hurva (SE),Guestrow (DE),13.60293,55.83245,12.18694,53.81613,in_permitting,300.0,2026,DC,True,400.0,700.0,995,176,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/176,New HVDC interconnector between Sweden (SE4) and Germany (50 Hertz) aiming to enhance the integration of the Nordic and the continental power market. Moreover the interconnector facilitates RES integration and increases the system adequacy in both systems.
line,Bjaeverskov (DK),Bentwisch (DE),12.00703,55.45204,12.21358,54.11212,under_consideration,170.0,2030,DC,True,400.0,,1016,179,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/179,New 600 MW HVDC subsea cable connecting DK2 and DE. Also called Kontek 2
line,Klixbüll (DE),Endrup (DK),8.86831,54.79494,8.70631,55.53087,in_permitting,92.0,2023,AC,False,380.0,,1018,183,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/183,New 380 kV line DKW-DE between Klixbuell (DE) and Endrup (DKW) as part of connection Endrup-Brunsbüttel. See also https://www.tennet.eu/de/unser-netz/onshore-projekte-deutschland/westkuestenleitung/
line,Seyring (AT),Zaya (AT),16.51451,48.34127,16.800059,48.606213,under_construction,60.0,2022,AC,False,,,886,186,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/186,"To allow the grid integration of the planned renewable energy generation (mainly wind power) in the north-eastern part of Austria (""Weinviertel"") and to cover the foreseen load growth in that region the transmission grid infrastructure has to be enforced and new substations for the connection needs to be erected"
line,Pleinting (DE),St. Peter (AT),13.081668,48.256517,13.081668,48.256517,in_permitting,60.0,2028,AC,False,380.0,,997,187,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/187,new 380-kV-line Pleinting (DE) - St. Peter (AT) on exting OHL corridor
line,Sima (NW),Peterhead (GB),7.144877,60.499134,-1.799354,57.473648,in_permitting,665.0,2024,DC,True,500.0,1400.0,1382,190,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/190,"A 665 km long subsea interconnector between Norway and Scotland is planned to be realized in 2024. The main driver for the project is to integrate the hydro-based Norwegian system with the thermal/nuclear/wind-based British system. The interconnector will improve security of supply both in Norway in dry years and in Great Britain in periods with negative power balance (low wind, low solar, high demand etc.). Additionally the interconnector will be positive both for the European market integration, for facilitating renewable energy and also for preparing for a power system with lower CO2-emissions. The interconnector is planned to be a 500 kV 1400 MW HVDC subsea interconnector between western Norway and eastern Scotland."
line,Pyhänselkä (FI),Petäjävesi (FI),26.0729,64.8442,25.143048,62.279775,under_construction,300.0,2022,AC,False,400.0,,742,197,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/197,New single circuit 400 kV OHLs will be built from middle Finland to Oulujoki Area to increase the capacity between North and South Finland. Substations to connect wind farms in the region are also in consideration.
line,Vernerov (CZ),Vitkov (CZ),13.235409,50.399127,12.675274,50.160683,in_permitting,83.0,2023,AC,False,400.0,,308,200,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,New 400 kV double circuit OHL with a transmission capacity of 2x1713 MVA and 83 km length.
line,Vitkov (CZ),Prestice (CZ),12.675274,50.160683,13.3354,49.5895,under_construction,87.0,2021,AC,False,400.0,,309,200,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,New 400 kV double circuit OHL with transmission capacity of 2x1713 MVA and 87 km length.
substation,Kocin (CZ),,14.3524,49.1584,,,under_construction,,2023,AC,False,110.0,,1711,200,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,"Upgrade and extension of the existing 400/110 kV substation, increasing nominal capacity of transformers from 2x250 MVA to 2x350 MVA"
substation,Vitkov (CZ),,12.675274,50.160683,,,under_construction,,2021,AC,False,110.0,,1712,200,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,A construction of a new 400/110 kV substation GIS technology equipped with two transformers with nominal capacity of 2x350 MVA
line,Conneforde (DE),Emden Ost (DE),8.052872,53.332752,7.2444,53.3573,under_construction,60.0,2023,AC,False,380.0,,939,207,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/207,New 380-kV-line in existing OHL corridor for integration of RES
line,Conneforde (DE),Wilhelmshaven (DE),8.052872,53.332752,8.063391,53.55594,under_construction,30.0,2020,AC,False,380.0,,1684,207,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/207,"New 380kV double circuit (OHL, partly underground) Conneforde - Wilhelmshaven (Fedderwarden, former Maade) including new 380kV switchgear Fedderwarden. Length 35 km."
line,Wehrendorf (DE),Ganderkesee (DE),8.308351,52.345845,8.56404,53.032138,under_construction,95.0,2023,AC,False,110.0,,151,208,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/208,"New line (length ca. 95km), extension of existing and erection of substations, erection of 380/110kV-transformers."
line,Niederrhein (DE),Dörpen West (DE),6.680759,51.646711,7.365308,52.980403,under_construction,182.0,2023,AC,False,380.0,,156,208,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/208,New 380 kV double circuit overhead line Dörpen - Niederrhein including extension of existing substations.
line,Somplago (IT),Würmlach (AT),13.066795,46.343171,13.070954,46.649179,in_permitting,51.0,2023,AC,False,220.0,300.0,1380,210,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/210,"Wurmlach (AT) – Somplago (IT) Interconnection is a cross-border electrical line promoted by Alpe Adria Energia Srl.  The project concerns a 220kV a.c. merchant line, 300 MW thermal capacity from Somplago substation to new Wurmlach substation, including a Phase Shifter Transformer located in Austria"
line,Hadera Site,Kofinou Site,,,,,in_permitting,310.0,2023,DC,True,500.0,,1407,219,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/219,"Investment 1407-  PCI 3.10.1 Interconnection between Hadera (IL) and Kofinou (CY) , is part of the  PCI 3.10 EuroAsia Interconnector . The Euro Asia Interconnector consists of a 500 kV HVDC underwater electric cable and any essential equipment and/or installation for interconnecting the Cypriot, Israeli and the Greek transmission networks (offshore). The Interconnector have a  total capacity of 2000 MW and a total length of 1208 km and allow for bidirectional transmission of electricity.   The system to be used is HVDC (high voltage direct current) technology. Subsea cables and converter stations with  a total capacity of 2,000MW The interconnector  allows bidirectional power flow. The converter stations are of Voltage Source Converter (VSC) technology and connected to subsea electrodes."
line,Kofinou Site,Korakia (Crete)Site,,,,,in_permitting,898.0,2023,DC,True,500.0,,1409,219,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/219,"Investment 1409 -  PCI 3.10.2 Interconnection between Kofinou (CY) and Korakia, Crete (EL) is part of the PCI 3.10 EuroAsia Interconnector . The Euro Asia Interconnector consists of a 500 kV HVDC underwater electric cable and any essential equipment and/or installation for interconnecting the Cypriot, Israeli and the Greek transmission networks (offshore). The Interconnector have a  total capacity of 2000 MW and a total length of 1208 km and allow for bidirectional transmission of electricity.   The system to be used is HVDC (high voltage direct current) technology. Subsea cables and converter stations with  a total capacity of 2,000MW The interconnector  allows bidirectional power flow. The converter stations are of Voltage Source Converter (VSC) technology and connected to subsea electrodes."
line,Gramme (BE),Dahlem (DE),5.286804,50.512385,6.531683,50.390044,under_consideration,150.0,2035,DC,False,,1000.0,1107,225,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/225,This investment item envisions the possibility of a second 1 GW HVDC interconnection between  Belgium and Germany. Subject to further studies.
line,Bajina Basta (RS),Visegrad (BA),19.500315,43.953021,19.281624,43.792139,in_permitting,45.2,2026,AC,False,400.0,,627,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,"Description of broader context - New double circuit 400kV OHL connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest."
line,SS Bajina Basta (RS),SS Obrenovac (RS),,,,,in_permitting,109.0,2024,AC,False,400.0,,628,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,Double circuit 400 kV OHL between upgraded substation Bajina Basta and substation Obrenovac. Part of larger regional transmission corridor northeast-southwest.
line,Bajina Basta (RS),Pljevlja 2 (ME),19.500315,43.953021,19.327191,43.336775,in_permitting,100.0,2026,AC,False,400.0,,630,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,"Description of broader context - New double circuit 400kV OHL (105km RS + 16km ME) connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest."
substation,Bajina Basta (RS),,19.500315,43.953021,,,in_permitting,0.0,2024,AC,False,400.0,,631,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,Upgrade of existing 220/110 kV substation in Bajina Basta to 400/220/110 kV substation as part of overall western Serbia system upgrade to 400 kV voltage level. Part of larger regional transmission corridor northeast-southwest.
line,Lastva (ME),Pljevlja 2 (ME),18.79211,42.320594,19.327191,43.336775,under_construction,151.0,2019,AC,False,400.0,,1526,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,400 kV OHL Lastva - Pljevlja
substation,Kraljevo 3 (RS),,20.739984,43.680615,,,under_construction,,2020,AC,False,,,1528,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,Upgrade of SS Kraljevo
line,Bajina Basta (RS),Visegrad (BA),19.500315,43.953021,19.281624,43.792139,in_permitting,,2026,AC,False,400.0,,630,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,"Description of broader context - New double circuit 400kV OHL (105km RS + 16km ME) connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest."
line,Kragujevac 2 (RS),Kraljevo 3 (RS),20.922545,44.059446,20.739984,43.680615,under_construction,,2020,AC,False,400.0,,1527,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,400 kV OHL Kragujevac-Kraljevo
line,Obrenovac (RS),Bajina Basta (RS),20.169136,44.66586,19.500315,43.953021,in_permitting,,2026,AC,False,400.0,,630,227,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,"Description of broader context - New double circuit 400kV OHL (105km RS + 16km ME) connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest."
line,Muhlbach (FR),Eichstetten (DE),7.555683,47.907323,7.753492,48.099406,planned_not_yet_permitting,32.0,2025,AC,False,400.0,,1231,228,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/228,"Deployment of a second 400kV circuit at existing double circuit OHL Muhlbach - Eichstetten, instead of the currently operated circuit Eichstetten - Vogelgrun (currently operated with 225kV). Some topological adjustments of the existing grid in the area might prove to be necessary. This also include a transformer in Sierentz substation to balance flows between 225kV and 400kV grid in the area."
line,Baczyna (PL),Zielona Góra (PL),15.038505,52.76751,15.5,51.93333,under_consideration,40.0,2035,AC,False,400.0,,1270,229,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,Indentation to the one circuit of 400 kV line Baczyna - Plewiska (construction 40 km new 400 kV line from new substation Zielona Góra to the point of indentation). Creating new route 400 kV Baczyna - Zielona Góra.
line,Zielona Góra (PL),Plewiska (PL),15.5,51.93333,16.779206,52.368977,under_consideration,40.0,2035,AC,False,400.0,,1271,229,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,Indentation to the one circuit of 400 kV line Baczyna - Plewiska (construction 40 km new 400 kV line from new substation Zielona Góra to the point of indentation). Creating new 400 kV route Zielona Góra -  Plewiska.
substation,Zielona Góra (PL),,15.5,51.93333,,,under_consideration,,2035,AC,False,400.0,,1272,229,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,"Construction of new substation 400/110 kV Zielona Góra to connect 400 kV lines : Baczyna - Zielona Góra, Zielona Góra - Plewiska, Zielona Góra - Eisenhuettenstadt (with installation of Phase Shifting Transformers), Zielona Góra - Polkowice"
line,Zielona Góra (PL),Polkowice (PL),15.5,51.93333,16.066667,51.5,under_consideration,90.0,2035,AC,False,400.0,,1673,229,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,Construction of new 2x400 kV line from new substation Zielona Góra to existing substation Polkowice
line,Zielona Góra (PL),Eisenhuettenstadt (DE),15.5,51.93333,14.604906,52.174404,under_consideration,80.0,2035,AC,False,400.0,,1674,229,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,Construction of new crossborder 2x400 kV line between new substation Zielona Góra (PL) end existing substation Eisenhuettenstadt (DE)
line,Krajnik (PL),Baczyna (PL),14.4765,53.1971,15.038505,52.76751,in_permitting,70.0,2021,AC,False,400.0,,353,230,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,"Construction of new 400 kV double circuit line Krajnik - Baczyna. One circuit will be operating temporarily on 220 kV between stations Krajnik and Gorzów with winter thermal limit 1290 A, summer thermal limit 990 A."
line,Mikulowa (PL),Swiebodzice (PL),15.114696,51.090852,16.35588,50.853199,in_permitting,100.0,2024,AC,False,400.0,,355,230,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,"Construction of new 400 kV double circuit line Mikulowa-Swiebodzice in place of existing 220 kV line. One circuit will be operating temporarily on 220 kV between stations Mikulowa and Swiebodzice with winter thermal limit 1290 A, summer thermal limit 990 A."
substation,Baczyna (PL),,15.038505,52.76751,,,in_permitting,0.0,2021,AC,False,110.0,,1035,230,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,Construction of new 400/110 kV Substation Baczyna to connect the new line Krajnik-Ba czyna.
line,Baczyna (PL),Plewiska (PL),15.038505,52.76751,16.779206,52.368977,in_permitting,147.0,2022,AC,False,400.0,,1232,230,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,Construction of new 400 kV double circuit line Baczyna - Plewiska
line,Beznau (CH),Tiengen (DE),8.232178,47.556163,8.259144,47.634434,under_consideration,11.0,2030,AC,False,380.0,,1282,231,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/231,This projects helps to increase the cross border capacity between Switzerland and Germa6.6546ny by upgrading an existing line from 220 kV to 380 kV including internal reinforcements.
line,Avedøre (DK),Dunowo (PL),12.47925,55.602761,16.09598,54.12686,under_consideration,330.0,2033,DC,True,,600.0,1236,234,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/234,The first HVDC connector between Denmark-East and Poland. The planned transmission capacity of the new connection is 600 MW.
line,Brunsbüttel (DE),Großgartach (DE),9.202224,53.896637,9.151893,49.143737,in_permitting,700.0,2026,DC,True,525.0,2000.0,664,235,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/235,New DC-lines to integrate new wind generation from Northern Germany towards Southern Germany and Southern Europe for consumption and storage. 
line,Wilster (DE),Grafenrheinfeld (DE),9.3469,53.9233,10.160176,49.989368,in_permitting,558.0,2026,DC,True,525.0,2000.0,664,235,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/235,New DC-lines to integrate new wind generation from Northern Germany towards Southern Germany and Southern Europe for consumption and storage. 
line,Hjälta (SE),Tuovila (FI),17.100558,63.175947,21.851657,63.052977,under_consideration,200.0,2035,DC,True,400.0,800.0,1241,239,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/239,"Replacement of the existing 400 kV HVDC cable interconnection between Finland and Sweden. Fennoskan 1 will be decomissioned at the same time with this project being commisioned, which reduces capacity between FI and SE3 by 400 MW while increasing SE2-FI by 800 MW."
line,Dakovo (HR),Tuzla (BA),18.420959,45.289022,18.606297,44.48142,under_consideration,91.0,2033,AC,False,400.0,,1276,241,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,"The project necessity stems for the need to increase the target transfer capacity between HR and BA in order to accommodate market integration and exploitation of RES, according to the results by the Common Planning Studies based on TYNDP2014 Vision 4."
line,Dakovo (HR),Gradacac (BA),18.420959,45.289022,18.436344,44.904884,under_consideration,46.2,2033,AC,False,400.0,,1277,241,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,"The project necessity stems for the need to increase the target transfer capacity between HR and BA in order to accommodate market integration and exploitation of RES, according to the results by the Common Planning Studies based on TYNDP2014 Vision 4."
substation,Dakovo (HR),,18.420959,45.289022,,,under_consideration,,2033,AC,False,400.0,,1278,241,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,Upgrading existing 220 kV SS Dakovo to 400 kV enables connection  between SS Dakovo (HR) and TPP Tuzla/Gradacac (BA) by 400 kV lines.
line,Dakovo (HR),Razbojiste (HR),18.420959,45.289022,18.247241,45.441856,under_consideration,25.0,2033,AC,False,400.0,,1279,241,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,New double 400 kV line between SS Dakovo and location Razbojiste enables connection of planned 400 kV SS Dakovo to existing 400 kV line Zerjavinec - Ernestinovo
line,Gradacac (BA),Tuzla (BA),18.436344,44.904884,18.606297,44.48142,under_consideration,47.8,2032,AC,False,400.0,,1530,241,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,Upgrading of existing 220 kV line between SS Gradacac (BA) and TPP Tuzla (BA) to 400 kV line
substation,Gradacac (BA),,18.436344,44.904884,,,under_consideration,,2032,AC,False,400.0,,1531,241,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,Upgrading existing 220 kV SS Gradacac (BA) to 400 kV
line,Ernestinovo (HR),Sombor (RS),18.663558,45.473528,19.166706,45.767602,under_consideration,70.0,2035,AC,False,400.0,,1269,243,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/243,"The project necessity stems for the need to increase the transfer capacity between RS and HR in order to accommodate connection of RES and improve market integration, according to the results based on TYNDP2018 CBA."
line,Vigy (FR),Uchtelfangen (DE),6.277551,49.198161,6.996383,49.375413,planned_not_yet_permitting,65.0,2028,AC,False,,,1245,244,capacity increase not specified,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/244,Upgrade of existing transmission OHL between Vigy and Uchtelfangen (or beyond) to increase the thermal cross-border capacity. To reach a higher capacity the options are High Temperature Low Sag (HTLS) conductors or a reconstruction of the tie-line in the existing route .
