line_id,x1,y1,x2,y2,tyndp_status,length,commissioning_year,underground,v_nom,p_nom,tyndp2020_invest_id,tyndp2020_proj_id,url,tags,bus0,bus1
14801,6.4581,50.8716,5.6681,50.7544,under_construction,90.0,2020,True,,,146,92,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/92,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/92"", ""tyndp2020_proj_id""=>""92"", ""tyndp2020_invest_id""=>""146"", ""tyndp_status""=>""under_construction""",4709,4781
5635,16.420874,57.249416,18.455518,57.470447,under_consideration,125.0,2036,True,,700.0,1741,1068,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1068,"""url""=>""https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/1068"", ""tyndp2020_proj_id""=>""1068"", ""tyndp2020_invest_id""=>""1741"", ""tyndp_status""=>""under_consideration""",6300,6348
